duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_category
0.0,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169,56,0.33,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,1.0,1.0,0.5,1.0,1.0,255,48,0.19,0.03,0.0,0.0,0.0,0.0,0.68,0.92,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,161,0.33,0.67,0.33,0.5,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126,110,0.87,0.02,0.87,0.0,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,135,0.53,0.02,0.0,0.0,0.0,0.0,0.17,0.02,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,46,1.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,70,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,11,0.0,0.0,0.0,0.0,0.1,0.88,0.0,255,11,0.04,0.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,1.0,1.0,1.0,0.0,1.0,221,9,0.03,0.03,0.0,0.22,0.0,0.0,0.16,1.0,0.0,DDoS Attacks
0.0,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,19,0.07,0.71,0.0,0.0,0.0,0.05,0.68,0.0,0.0,DDoS Attacks
0.0,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,176,176,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,DDoS Attacks
0.0,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,201,201,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86,64,0.74,0.02,0.01,0.0,0.0,0.0,0.74,1.0,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,20,1.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149,125,0.84,0.01,0.84,0.0,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,10,1.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,DDoS Attacks
0.0,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.25,0.25,1.0,0.0,0.0,147,147,1.0,0.0,0.01,0.0,0.0,0.0,0.05,0.05,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,46,1.0,0.0,1.0,0.04,0.0,0.02,0.0,0.0,0.0,DDoS Attacks
0.0,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,205,0.8,0.13,0.0,0.0,0.0,0.0,0.18,0.0,0.0,DDoS Attacks
0.0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92,79,0.85,0.03,0.01,0.03,0.0,0.0,0.11,0.0,0.0,DDoS Attacks
0.0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,1.0,0.67,0.33,1.0,1.0,232,59,0.23,0.02,0.0,0.03,0.0,0.0,0.87,0.98,0.0,DDoS Attacks
0.0,12569,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,98,0.38,0.01,0.0,0.0,0.71,0.84,0.0,0.0,0.0,DDoS Attacks
0.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,238,58,0.24,0.02,0.0,0.03,0.03,0.0,0.84,1.0,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2,0.0,0.0,0.0,0.0,0.02,0.99,0.0,255,2,0.01,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,39,1.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106,106,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,DDoS Attacks
0.0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,0.01,0.0,0.91,0.0,0.01,1.0,0.0,255,1,0.0,0.44,0.0,0.0,0.0,0.0,0.4,0.0,0.0,DDoS Attacks
0.0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185,166,0.9,0.02,0.01,0.0,0.0,0.0,0.05,0.0,0.0,DDoS Attacks
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,34,1.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,DDoS Attacks
0.0,4380,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.5,0.5,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.06,0.06,0.0,DDoS Attacks
