duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_category
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,1.0,1.0,0.0,0.0,0.19,0.17,0.0,255,7,0.03,0.09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Botnet Activities
0.0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,15,0.14,0.36,0.07,0.33,0.0,0.0,0.0,0.0,0.0,Service Exploits
0.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,124,0.0,0.0,0.0,0.0,1.0,0.0,0.02,242,177,0.73,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,Botnet Activities
0.0,1506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,25,0.0,0.0,0.0,0.0,1.0,0.0,0.08,143,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,Service Exploits
0.0,9156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,20,0.0,0.0,0.0,0.0,1.0,0.0,0.2,106,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,Service Exploits
0.0,392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,12,0.05,0.06,0.0,0.0,0.0,0.0,0.95,0.0,0.0,Port Scanning / Reconnaissance
0.0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.17,0.33,0.0,67,4,0.06,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,Botnet Activities
0.0,2531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31,63,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,Service Exploits
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet Activities
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,8,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,Port Scanning / Reconnaissance
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205,205,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet Activities
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,19,1.0,1.0,0.0,0.0,0.09,0.05,0.0,255,19,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Service Exploits
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,4,0.0,0.0,1.0,1.0,0.04,0.07,0.0,255,4,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Botnet Activities
0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84,74,0.3,0.04,0.3,0.04,0.0,0.0,0.0,0.0,0.0,Botnet Activities
0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0.0,0.0,0.0,0.0,0.5,0.12,0.0,255,13,0.05,0.82,0.2,0.0,0.16,0.0,0.65,0.0,0.0,Port Scanning / Reconnaissance
